,title,tags,text_nohtml,Topic,Metadescription
207,Introducing… Trees for Minors 🌳,"['Knowledge', 'Features', ""What's New?""]","

bunq Update 15 brings you many amazing features that make life easy and help you save time, money, and CO2! 🌈 

bunq SuperGreen members get a tree planted for every €100 you spend. While it’s important to make the planet greener for all of us, there’s certainly a group that needs it most: the future generation, our children. 

We think that looking ahead into the future is important, so we wanted to make it extra easy for everyone under 18 to contribute to a better and greener world for themselves. 

That is why every bunq user under 18 years old automatically plants a tree for every €100 they spend with their bunq cards!

Sign up for a bunq account to get this and more features that make life easy and help you save time, money, and CO2!

You’re over 18 years old and want to plant trees as you go? Go SuperGreen! 🌳*


Read more about new features in bunq Update 15 here 🌈",NA,
208,Phishing scams: bunq.api.verificatie-me.club/login.html,['No Tag'],"


We have been made aware of ongoing phishing scams that are pretending to be bunq or other banks, asking to verify your login details in order to get your login credentials. We wanted to address this and give you some further information on the phishing reports we have received to make you aware and avoid falling victim to the scam.



What is phishing? 🎣
Phishing is a form of fraud where the scammer will send communications (emails, texts, messages over social media) pretending to be from reputable companies to trick you into sharing your personal details such as passwords, account details and card numbers.

For more information on phishing and how to prevent being phished have a look at this topic: https://together.bunq.com/d/19654



Phishing website bunq.api.verificatie-me.club/login.html
We have received a report about website bunq.api.verificatie-me.club/login.html. This website uses phishing email with the email address bunq@nu-mailserver.nl. Make sure to not click on any links in the email received. 



What will happen next

We are aware and have reported the scam to our internal team. They are currently taking the needed action to keep everyone safe. We will update this topic when we have new information on taking down website X. 👍



Do you need to report something? 🌈
If it's a fraudulent user, you can help keep bunq safe. Simply send an email to report@bunq.com and we’ll take it from there. If reporting a possible fraudster, please include their account number and any information you have related to the case.
",NA,"phishing is a form of fraud where the scammer will send communications emails, texts, messages over social media pretending to be from reputable companies ."
209,Finding a silver lining during these whirlwind times with bunq! 🌈,"['Features', ""What's New?""]","

During these crazy times, your health and the health of your loved ones is super important. The rules have changed, and bunq is here to help make your life easy! Here are three ways that bunq can save you money, time, and CO2 effortlessly - aka make your life easier 🤩




 
Always have access to your money 
bunq is all about making sure you can buy whatever you want, wherever you want. See a cute top you’ve been eyeing forever? Open up your trusty bunq app and get buying! 

Freedom  
Just remembered that you need to pay that pesky bill before hitting the sack? No problem! Open up the bunq app, go to your sub-account, click on the super-cool Action Menu button, and make a payment! As easy as that. Sweet dreams 😴

Community  
bunq doesn’t only make life easier, it also makes the world a greener place! We’ve planted over 1 million trees together! 🎉  Let’s keep it going! 🌈 



Loving bunq?

Invite your friends to join, and start banking towards a more sustainable future together! 🌈 For every friend that accepts your invite, both you and your friends will receive 10 trees. 🌳


",NA,"bunq is all about making sure you can buy whatever you want, wherever you want ."
210,How to use Receipt Scanning without a bunq account? 🧾,"['Knowledge', 'Features', 'Tips']","

bunq Update 15 brings you many amazing features that make life easy and help you save time, money, and CO2! 🌈 Here’s one of them:

Paid for drinks with friends? Looking at the long, crumbled receipt and figuring out which order is which?

Check out the amazing new and improved Receipt Scanning! And now... you can use it even if you don't have bunq!

Simply scan the receipt, share it with your friends and let them pay you back by tapping their share on the receipt. They can also do it if they're not bunq users yet 😉

Go to the bunq easyspl.it website
Simply add a scan or a picture of your receipt
Enter your details and specify who you want to share the receipt with
Your receipt will be scanned and analyzed
You can still make changes before sharing the receipt!
Press Send
Hurray! Your receipt is on its way ✨
Your friends get a message with a link to the receipt (the link is valid for 30 days)
They can tap selected items to choose their share of the bill and make a payment
After they do, you'll get a message to claim the payment (the link is valid for 5 days)

Sign up for a bunq account to get more features that make life easy and help you save time, money, and CO2!


Read more about new features in bunq Update 15 here 🌈",NA,"bunq update 15 brings you many amazing new features that make life easy and help you save time, money, and CO2 ."
211,Why do you need a Personal account with your Business account?,"['Knowledge', 'Frequently Asked Questions', 'Plans', 'Business Center']","As you probably already know bunq offers banking services for both personal and business purposes. Opening a business account with us requires all of the directors which are part of it to also have a verified personal account. 

Now, as of 8th of September 2021, you'll be able to log into your bunq business account via the personal credentials of the business director(s). 



Why do you have personal accounts for the directors of your business account?

One main reason why we create a personal account together with the business one is to allow for more flexibility for businesses with multiple directors. In order to keep everything organized now you’ll be able to login into your business account with your director’s personal account aliases. This will allow you to keep a better overview of your business and your personal account if you have one.
As a bank, we are legally required to store all of our users’ personal information in a secure way. Creating personal accounts for the directors of the business accounts allows us to keep your and your company’s information safe while complying with this regulation. 



FAQ for directors

I need to add a new director to my business account. How can I do that? 

You can follow this easy process in order to invite your new director right away:

Ask the new director to download the bunq app and sign up for a personal bunq account. This is only necessary to receive the invite to be added as a director to the business account. 
Once the new director has a Personal bunq account, you can log into the business account and go to Profile &gt; Tap on Settings in the right corner on top &gt; Company settings &gt; Manage Directors &gt; Add Director.
Send an invite to the new director by entering the same phone number that your colleague used to sign up for their personal bunq account.
The new director will then receive an invite in the bunq app, and once approved your colleague will get access to the business account right away! 🎉

You can always find more information on this process here

I forgot my security code and I can't login, what should I do? 

You can reset your security code by following the “Forgot security code?” process on your login screen. You can check more information on the process here

Once you’ve reset the security code, when you log in with your director’s credentials, you’ll be able to see your business account’s overview too. 

What exactly changes after the 8th of September 2021 regulation? 

Complying with banking regulations, we're legally required to know who logged in at all times. That is why as of 8th of September 2021, it won’t be possible to log into bunq via your business credentials. Instead, you’ll need to log into bunq via the personal credentials of the business director(s).

Directors will be able to manage the business accounts next to their personal accounts. Of course, you’ll still have access to the same business functionalities, plus one easy overview of both your business and personal banking matters.

Guest account

We want to give you the flexibility and freedom to use bunq for both your personal and business needs 🙌

You can use your personal account alongside the business one, or have it switched to a Guest account if you don’t intend to use it for anything else besides accessing the company account.

You can learn how to get a Guest account for directors here 💼



Want to explore more bunq knowledge?

Have a look here. 🌈
",Accounts,"as of 8th of September 2021, youll be able to log into your bunq business account via the personal credentials of the business directors ."
212,What’s new in the bunq Update 15? 🌈,"['Updates', 'Knowledge']","
bunq Update 15 brings you many amazing features that make life easy and help you save time, money, and CO2! 🌈

Let’s take a look at them!

Improved dashboard: After updating the bunq app, you’ll immediately notice the difference. We’ve made the app experience better based on user feedback and updated some of the most visible elements of how the app looks. The dashboard dials on the top of the screen, just like in your car, always inform you what’s happening.
Trees for Minors: Everyone under 18 automatically plants a tree for every €100 they spend with their bunq cards!
Deals: Save money wherever you go, whatever you do. Whether it's finding the perfect hotel room, or using bunq to automate your bookkeeping, bunq Deals make it super easy for you to save money every step of the way.
Budget Progress: Set up a monthly budget and the app will always tell you whether you're ahead, right on track, or if you need to cut your spending a little.
My Subscriptions: Save money by seeing all your subscriptions in one glance and instantly know where you could back a little.
Auto Request: Paying for shared subscriptions? Set up a Scheduled Payment Request, so you get paid without having to think about it!
Circle of Trust: Using bunq with your friends? Settle expenses without any hassle: simply add your friends to your Circle of Trust and the bunq app automatically approves their Payment Requests!
Receipt Scanning: Paid for drinks? Simply scan the receipt, share it with your friends and let them pay you back by tapping their share on the receipt. Not yet a bunq user? You can scan your receipts and share them with your friends too!


Want to learn more?
Explore more bunq knowledge here 🌈",NA,"bunq update 15 brings you many amazing features that make life easy and help you save time, money, and CO2 ."
213,What is a P-Konto?,"['Knowledge', 'Germany']","Some of you have asked us whether bunq is offering a P-Konto. 🌈 



What is a P-Konto?

Pfändungsschutzkonten (or P-Konto) is a type of account that exists only in Germany. It is used to protect the users’ funds from creditors with the intention to protect the minimum funds necessary for living and simultaneously ease the work of courts and their bailiffs.



Does bunq offer P-Konto?

Now that we know what P-Konto is and what it is used for, let’s discuss whether bunq offers it.

Even though we support German IBANs, our banking license is from the Netherlands so we do not currently offer P-Kontos. We are legally required to follow instructions from authorities if it concerns a garnishment or account seizure.

However, you don’t have to worry about the security of your bunq account because we only process official communication from authorities and your funds are safe with us.



Want to learn more?

Explore more bunq knowledge here. 🌈
",NA,a P-Konto is a type of account that exists only in germany . it is used to protect the users funds from creditors .
214,🇳🇱 I have the same phone number. How do I reset my security code?,"['Knowledge', 'Frequently Asked Questions', 'Login', 'Netherlands']", Have you forgotten your security code? You can reset it by using video verification or by making a deposit.  How do I reset my security code with the same phone number?  Follow these steps to reset your security code:  Update the bunq app to the latest version.  Click Already a member? Log in!  Click on Forgot your security code?  Enter your phone number or e-mail address that you used to register your bunq account and press next .  Start the video verification or press top-up.  Verify with a selfie video or upload an ID document.  Choose a new login code.  Would you like to learn more about bunq ?  Then look here . 🌈 ,Local Ibans,have you forgotten your security code? you can reset it by using video verification or by making a deposit .
215,Music Time 🎧 25 September 2020,['Community'],"

Cold, October weather is not your thing? 🌧 The change of seasons got you down? 🍂 Don't worry, we can help you pick yourself up and relive some warmth again with our brand new music tip ✨

La Roux is a stage name of British electro-pop singer/songwriter Elly Jackson, and this year she has released her newest record called Supervision, which pairs themes of regaining confidence and self-love in tough times with slick 80's grooves that make you wanna dance! 🕺 Tap your feet along to the rhythm and get into the vibe! 🌊

Stream 'Supervision' on: Spotify - Apple Music - YouTube Music - Tidal - Deezer",Transfers,La Roux is a stage name of British electro-pop singersongwriter Elly Jackson . this year she has released her newest record called supervision .
216,🇩🇪What is a P account?,"['Knowledge', 'Germany']","What is a P account? A P-account (or also seizure protection account) is a type of bank account offered by German banks that prevents a certain amount from being seized from your account if a creditor has initiated enforcement measures against you due to unpaid debts. This means that you can continue to earn a living despite an account garnishment. Can I bunq a P-account with bunq? Even if we support German IBANs , our banking license is from the Netherlands. Therefore we currently do not offer P accounts. If we receive a garnishment or enforcement order against you, we are legally obliged to follow the instructions of the competent authorities. After we started offering German IBANs , many of our users asked us about the possibility of opening a P-account. However, nothing has changed about the fact that bunq a bank licensed in the Netherlands. Even if we can now officially offer German IBANs, we are not legally authorized to offer P-accounts. Will it be possible to open a P-Account in the future? We are always working to adapt our offer even better to local conditions and thus ensure that you have the best possible user experience. Should it be possible for us to offer P-accounts in the future, we will sofort both here and via social media. Do you want to know more? Find out more about bunq here 🌈 You didn't even know that we now also offer German IBANs? Check out all the news about this here 🇩🇪",Local Ibans,a seizure protection account is a type of bank account offered by german banks .
217,Developers! ⌨️ Let's spread the love to fellow coders! 💞,"['API', 'Knowledge', 'Features']","

Hey, developers! 👩‍💻👨‍💻

In the bunq Developer community, everyone can discover new ways of making banking amazing (whether it’s personal or business), and our API is a big part of this. Together, we can make it happen!

Do you love the freedom bunq’s API offers? Help fellow developers discover it too! It doesn’t take much.

You can make a difference and contribute to the future of banking through something as small as a click! Here are a few things you could do:

Give us a star on GitHub 🌟
Did you find our SDKs, docs, Postman collection, or Tinker helpful? Let the world know via a simple tap!
Inspire the community with your app project story 📖
Hit us up at api@bunq.com and become an editor for bunq Developers’ Corner!
Vote for bunq at the DevPortal Awards 2020 🏆
Simply go here and make your voice heard!
Contribute to our GitHub repository 🗄
Do you happen to come across something that needs fixing? Help us improve it by creating an issue or submitting a pull request.
Become a guest blog post author on bunq Developer’s Corner ✍️
Share your story and inspire other bunqers with the amazing things that can happen when the world’s only public bank API meets your creativity. Just drop us a line at api@bunq.com to make it happen!
Share your app with our users 🎤
Make your app available on our very own app marketplace, so that every bunqer can make their lives easy by using it!
Join us! 🤝
If you like working with bunq, why not work for bunq? Check out our jobs page to see our latest vacancies!


For more information about our API, tips for developers, and community resources, visit bunq Developer Portal.",NA,bunqs API is a big part of the bunq Developer community .
218,🇦🇼 Aruba: bunq Community Travel Tips,['Community Travel Tips'],"
✈️ Heading to Aruba? We've gathered some tips from the bunq community to make sure your trip is the smoothest it can be. 😎 


Check them out below! 🌈 👇
  
Using your card
💳 Do I need cash in Aruba, or can I use my card everywhere?
Most places take cards, however smaller shops may require cash. Make sure you always carry some on you.


💰 What currency do they use here?
The currency here is Aruban florin. The symbol is ƒ or AWG.


🏧 Which ATM’s can I use for free?
The bunq community hasn't reported reported any free ATM's here yet. If you find one, help other bunqers by sharing it here!






💵 If I want cash, how much should I take out of an ATM?
100 AWG should be enough for a few days, since you can use your card for nearly everything.


💳 Should I choose local currency or Euros when paying?
If you're asked to choose between local currency and Euros, always choose local currency.

That way bunq does the conversion for you, and you get to take advantage of the best rates with bunq ZeroFX.
  
Staying connected
📱 Can I roam, or should I get a local SIM?
Most EU mobile plans will charge you for roaming in Aruba

If you want to get a local SIM card, you can learn about your options here.


  
Useful things to know
💁‍♀️ How does tipping work?
It´s not mandatory to tip. The service fee is usually charged to your bill.
🍺 How much does a 0.5L beer cost?
€3,60
🍽 How much does an average meal cost?
€11,00
🚨 What’s the emergency number?
911


🔌 What type of plug do they use?
This one! It’s the standard American plug.



🚗 What side of the road do they drive on?
They drive on the right side of the road here.
🗺 How do I navigate my way around?
Google and Apple Maps both work well here.

Otherwise, we recommend Rome2Rio as the best way to find out how to get anywhere. It even tells you the cost of each option. 🙌
👀 Any other good tips?
When in Aruba, go on a sunset cruise and have dinner by the sea!
 
 
  
Travel Perks
🎢 Visit famous attractions with 10% off
We've partnered with Tiqets to bring you discounts on attraction tickets in Aruba 🇦🇼. To get your discount, simply follow the link here and use our coupon code BUNQTIQETS10 at checkout. That's it! 🎊
  

If you've been to Aruba 🇦🇼 share your experience! The following would be really useful for other bunqers to know:


Which ATMs are free to use? 
What card should I use and where?
Any other info you think may be useful.


Share your experience with us in the comments below! 🌈 👇
",NA,"Using your card Do I need cash in aruba, or can I use my card everywhere?"
219,🇳🇱 I have a new phone number. How can I reset my security code?,"['Knowledge', 'Frequently Asked Questions', 'Login', 'Netherlands']"," If you have a new phone number, you can reset your security code using a transaction or by uploading your ID. When you have done this, log in to your bunq account with the new security code and add the new phone number. To get this done, you can take the following steps: Update the bunq app to the latest version. Click Already a member? Log in! Click on Forgot security code? Enter the phone number or e-mail address you used to register your bunq account and press next. Click Continue to verify with a deposit or try a different method. Select a document to verify your identity Would you like to learn more about bunq ? 🌈 Then look here",NA,"if you have a new phone number, you can reset your security code . log in to your bunq account with the new security code and add the new number ."
220,Can I receive a SWIFT payment?,['Knowledge'],"
Your bunq account is a Dutch SEPA account in EUR. That is why all money sent to your account will have to be converted to EUR beforehand. 


What is SWIFT?

SWIFT payments are international transfers processed via the SWIFT international payment network unlike regular SEPA payments. This network is one of the largest in the world.  Most of these payments are coming from banks that are not within the SEPA region. 🌍

If you have an e-money account, we will not be able to process your incoming SWIFT payment, you are required to fully verify your account before your SWIFT payment arrives. If not, it will be returned to the sending bank.


How long does it take to arrive?
Normally SWIFT payments are received in 2-3 working days, but they can take up to a week to arrive. SWIFT payments are more complex and time-consuming to process, so we apply a processing fee. You can find the fee in our pricing list


What if my SWIFT payment hasn't arrived?

If your SWIFT payment has not arrived, we ask that you reach out the sender or sending bank. Please ask them to investigate and provide you with the reference for the payment. You can then reach out to our Support team with the gathered information and we will do a target search on our end.


Wise

When you would like to send and receive payments in different currencies, we recommend using Wise as an intermediary bank. Wise makes it faster and cheaper than traditional banks to send and receive payments in 39 different currencies!
You can also rely on our app’s built-in integration with Wise to send money to foreign accounts! 🙌


Want to learn more?
Explore more bunq knowledge here. 🌈

",Local Ibans,your bunq account is a Dutch SEPA account in EUR. that is why all money sent to your account will have to be converted to EUR beforehand .
221,What is a TIN number and where do I find it? 🤔,"['Knowledge', 'Frequently Asked Questions', 'Signup']","In the verification process, you may be asked to provide your TIN number. But what is a TIN and where can you find it to make your verification a breeze? ✨

TIN, short for Taxpayer Identification Number, is a government-issued identification number assigned to every citizen. In each respective country, it’s common to use a different, local name for the TIN, and it can be found on most identity cards, passports, and driver’s licenses.

For example, TIN is known in the following countries as:

Austria 🇦🇹: TIN - 9 digits, TIN is not present on most documents, and can be changed when moving - then, it is issued by local authorities
Belgium 🇧🇪: NN (Numéro National) - 11 digits
Bulgaria 🇧🇬: Personal Identification Number - 10 digits, for Bulgarian citizens: Unified Civil Number; for expats living in Bulgaria: Personal Foreigner’s Number
Croatia 🇭🇷: OIB - 11 digits
Cyprus 🇨🇾: TIC (Tax Identification Code) - 8 digits and 1 letter
Denmark 🇩🇰: CPR-number - 10 digits
Estonia 🇪🇪: Isikukood - 11 digits
Germany 🇩🇪: IdNr. (Identifikationsnummer) - 11 digits
Greece 🇬🇷: CPR number - 9 digits
Hungary 🇭🇺: Adóazonosító jel - 10 digits, present on TIN cards
Finland 🇫🇮: TIN - 11 characters, some formats differing for people born in the 19th, 20th, and 21st century
France 🇫🇷: SPI number - 13 digits, can be found on tax declaration forms
Ireland 🇮🇪: PPS number - 7 digits + 1 or 2 letters, can be found on tax return forms
Italy 🇮🇹: Codice fiscale - 11 characters, can be found on health or TIN cards
Latvia 🇱🇻: Personas kods (PIC) - date of birth + 5 digits (issued before July 1st 2017), “32” + 9 digits (issued after July 1st 2017)
Lithuania 🇱🇹: Asmens kodas/Personal number - 11 digits
Luxembourg 🇱🇺: Social security identification number - 13 digits, can be found on social security identification cards
Malta 🇲🇹: Identity Card Number - 7 digits + 1 letter (for Maltese nationals); TIN - 9 digits (for expats living in Malta)
The Netherlands 🇳🇱: BSN/persoonsnummer - 9 digits
Poland 🇵🇱: PESEL - 11 digits; NIP - 10 digits (for business/tax purposes only)
Portugal 🇵🇹: Número de identificação fiscal - 9 digits
Romania 🇷🇴: CNP/Codul de înregistrare fiscală - 13 digits
Slovakia 🇸🇰: Rodné číslo - 9 or 10 digits
Slovenia 🇸🇮: TIN - 8 digits, can be found on the tax registration form or certificate of residence
Spain 🇪🇸: Spanish system has multiple numbers for identification purposes, all of which can function as TIN - read more here
Sweden 🇸🇪: Personnummer (for people registered in the Swedish population record)/Samordningsnummer (for people not registered in the Swedish population record) - 10 digits
United Kingdom 🇬🇧: Unique Taxpayer Reference - 10 digits, can be found on tax return forms; National Insurance Number - 2 letters + 6 digits + 1 letter, can be found on insurance cards, employee’s payslips, or letters issued by the Department for Work and Pensions


If you want to know more or learn how to find your TIN, visit this website. ",NA,"TIN, short for Taxpayer Identification Number, is a government-issued identification number assigned to every citizen ."
222,Music Time 🎧 16 September 2020,['Community'],"

September ran past by us so fast, we're halfway through! 🍁 Even the recent heatwave cannot hide the fact that summer is drawing to a close, and you know what that means - sweater weather! Warm cocoa and reading in the comfy chair! 📖 Pumpkin-spice everything! 🎃

When the evenings get longer, and the weather gets colder, you can set your mood to fall really quick with today's music tip ✅ 

Jamie Woon, a British singer-songwriter and producer, released his second studio album, Making Time, in Fall 2015. A relaxing record that's filled with classic soul/smooth jazz blended seamlessly with laid-back electronica 😌 All of that plus a sprinkle of earthy, green vibe just in time for October! 🍂

So put on your warm socks, grab your comforter, and dive deep into the groove 🎵

Stream 'Making Time' on: Spotify - Apple Music - YouTube Music - Tidal - Deezer",Local Ibans,Stream making time on Spotify - apple music - youtube - deezer - iheartradio .
223,Explore more with the updated Community tab!,"['Features', 'Community']","

The Community tab is your place to experience what the bunq Community has to offer. It's your place to see the latest community initiatives and updates, get helpful tips about your bunq experience and, as our community content grows, you will be able to read stories by your fellow bunqers about their experiences with bunq ✨

The new and improved design brings a better focus to the community and the stories we all have to tell. It’s easier to explore, with posts separated into relevant categories so you can find what matters the most to you quicker and easier! ⚡️

Your brand new Community tab categories are:

Announcements: important news you should know ℹ️
Together: handy tips and tricks about bunq features 🤝
Blog: lifestyle content that helps you live your best life 🌍
Social: see the real beauty of the bunq community in our full colors 🌈



Want to get more involved? You can also voice your opinion and give your support by high-fiving posts directly in the Us tab 👋, or by easily sharing it with your friends and loved ones to spread the love 💞



Don’t forget you can also share your story with us for your chance to be featured on the Us tab! 📝 In the bunq app, just tap ⚡️ &gt; Share Your Story to get started!

Update your bunq app to the latest version today and get involved! 💪",NA,the community tab is your place to experience what the bunq community has to offer .
224,🇲🇩 Moldova: bunq Community Travel Tips,['Community Travel Tips'],"
✈️ Heading to Moldova? We've gathered some tips from the bunq community to make sure your trip is the smoothest it can be. 😎 


Check them out below! 🌈 👇
  
Using your card
💳 Do I need cash in Moldova, or can I use my card everywhere?
Most places take cards, however smaller shops may require cash. Make sure you always carry some on you.


💰 What currency do they use here?
The currency here is Moldovan leu. The symbol is L or MDL.


🏧 Which ATM’s can I use for free?
The bunq community has reported free withdrawals at these ATMs.

Victoria Bank





💵 If I want cash, how much should I take out of an ATM?
1000 MDL should be enough for a few days, since you can use your card for nearly everything.


💳 Should I choose local currency or Euros when paying?
If you're asked to choose between local currency and Euros, always choose local currency.

That way bunq does the conversion for you, and you get to take advantage of the best rates with bunq ZeroFX.
  
Staying connected
📱 Can I roam, or should I get a local SIM?
Most EU mobile plans will charge you for roaming.

Wifi is readily available, especially in coffee shops.

If you want to get a local SIM card, you can learn about your options here.


  
Useful things to know
💁‍♀️ How does tipping work?
Service charges are generally included in bills. If they are not, you can leave a 10% tip on top.
🍺 How much does a 0.5L beer cost?
€1,00
🍽 How much does an average meal cost?
€4,30
🚨 What’s the emergency number?
112


🔌 What type of plug do they use?
This one! It’s the standard European plug.



🚗 What side of the road do they drive on?
They drive on the right side of the road here.
🗺 How do I navigate my way around?
Google and Apple Maps both work well here.

Otherwise, we recommend Rome2Rio as the best way to find out how to get anywhere. It even tells you the cost of each option. 🙌
👀 Any other good tips?
Discover Transnistria, a spot hidden between Moldova and Ukraine.
  

If you've been to Moldova 🇲🇩 share your experience! The following would be really useful for other bunqers to know:


Which ATMs are free to use? 
What card should I use and where?
Any other info you think may be useful.


Share your experience with us in the comments below! 🌈 👇
",NA,bunq members share their tips for a smooth trip to Moldova . which ATMs are free to use? bunq community has reported free withdrawals at these ATMs .
225,Have a better look at your frequent purchases with Merchant Overview ✨,"['Knowledge', 'Features']","With bunq, you can clearly see how you spend your money during your everyday purchases, making life easy. Now, it’s gonna be even easier.



Introducing… Merchant Overview 🧐

Are you often going to the same store, same café, same gym? Want to know how much money you spent there? In the Home tab, choose your account, and select the merchant icon in the payment details screen to see a clear overview of all the payments made to them. It’s that simple ⚡️

You can follow the steps below to see the Merchant Overview: 






Want to make your life easy? Sign up for bunq and save time, money, and CO2!",NA,"bunq lets you see how much money you spend on everyday purchases . now, you can see a clear overview of all the payments made to them ."
226,"How you can save time, money and the environment 🇩🇪 ","['Germany', 'Community']","Enjoy benefits that help you save time, money, and the environment, all with the safety and security of a true bank. Simply upgrade to Easy Money with just a tap in the app, and unlock all the amazing bunq features that make life easy!

And now, specifically for our German users who upgrade, we’ll instantly plant 10 trees in your name! 🌳 Make life easy while effortlessly making the world a greener place.


If you want to keep on planting trees with every card purchase you make, go Easy Green! Learn more about Easy Green and Easy Green Business.",NA,"upgrade to easy money with just a tap in the app, and unlock all the amazing bunq features that make life easy ."
227,Additional questions about SuperGreen (2),"[""What's New?""]","

Hey bunqers,

If you still have a question about our new SuperGreen subscriptions, please leave it in the comments below. 👇
Thanks and let's all become CO2 free in less than 2 years! 🌿",NA,"if you still have a question about our new supergreen subscriptions, please leave it in the comments below ."
228,Music Time 🎧 27 August 2020,['Community'],"

Rainy weather and the ending summer got you down? ☔️ There’s always sun on the other side of those gray clouds 🌤 

If you need a little pick-me-up today, turn your speakers up 🔊 and vibe with our incredible (un)heard. artists in their single Als de lucht weer blauw kleurt (When the sky turns blue again) 🏙

Stream 'Als de lucht weer blauw kleurt' on: Spotify - Apple Music - YouTube Music - Tidal - Deezer",NA,artists in their single Als de lucht weer blauw kleurt when the sky turns blue again .
229,Additional questions about bunq +1,['No Tag'],"

Hey bunqers,

If you have any additional questions about bunq +1, please leave it in the comments below. 👇

Thanks and let’s start spreading the bunq love 🌈!
",NA,"if you have any additional questions about bunq 1, please leave it in the comments below ."
230,4 ideas to make this summer last longer ☀️,"['Community Travel Tips', 'Community']","

August is coming to a close, days are getting shorter, and the temperature is falling 📉 which means that the fall is coming 🍃

But wait a minute - we still have a full month of summer ahead! ☀️ Here are our ideas to make the most out of them, even if you've already come back from your vacation 🏝

1. Use up the weather!

Crowded places should be a no-go in the current situation, but milder temperatures mean better conditions to embrace nature 🌳 Spending time in the local park or walking in a nearby forest can provide a great deal of shadow from the sun ⛅️ Don't be afraid to get active! A jog between the trees is great for your lungs too 🌬

2. Soak up the sun... at home! 🏡

The harsh summer sun is not very inviting nor pleasant, but late August provides some balance, making it the perfect time to soak in the warmth - even in the comfort of your own home 🏠 If you're lucky enough to be able to work from home, set up your personal office in your garden, on your balcony, or even by the window - and bask in the sun rays to get the energy you need for your daily tasks! ⚡️

3. Surround yourself with plants 🌱

Summer is a great time for gardening and watching your plants bloom 🌻 With the fall right around the corner, you can still recreate a summer garden in your home with some herbs, like mint, basil, lavender, or sage 🌿 They will thrive on your kitchen counter just as well as outside if you provide them with a bit of sunlight and water every day, and the scent will remind you of summer in no time. Even if the fall days become gray and dull, you can always smell your plants to get that summery feel 🙌

4. You can still go on a trip... online! 💻

Used up your vacation days? Travel is difficult under current restrictions? No worries - summer is not over until you say it's over 😎 Recently bunq has partnered up with Withlocals, giving our subscribers 10% off of their trips - and they have an amazing catalog of virtual trips with guides who'll show you the most iconic places on Earth while you can relax on your couch! 🌍 Give it a try!

What are your ideas to make the most out of this summer? Let us know in the comments below! 👇",NA,"august is coming to a close, days are getting shorter, and the temperature is falling which means that the fall is coming ."
231,Get an extra 50 trees planted with Streaks! 🌳,['Community'],"

Everyone can enjoy life made easy and greener with bunq 🌈 If you invite a friend to bunq, for every joiner we’ll give you a bonus of 10 trees each! 🌳 🌳

Want to share the excitement and get even more trees planted for you?

Invite 5 friends in 5 days - if 1 friend accepts each day for 5 days straight, forming a Streak, you’ll get an extra 50 trees planted in your name! 🤗

To invite a friend to bunq, follow these easy steps:

Open the bunq app
Head to the “Us” tab
Tap the colorful ⚡️
Select “Refer a Friend”

Complete the Streak and take a deep breath of fresh air - you’ve earned it! ✨

If you want to keep on planting trees with every card purchase you make, go SuperGreen! Learn more about Premium SuperGreen and Business SuperGreen.",NA,bunq lets you plant 10 trees for every friend you invite to bunq .
232,How do I log in on a new device? ,"['Knowledge', 'Frequently Asked Questions', 'Features', ""What's New?"", 'Login']","
We all know that fantastic moment when you get your brand new phone 📱 Logging in on your bunq app on the new device is super easy, especially when you've retained your old phone number. 



How do I login to my bunq account on a new device?

Follow the steps below if you have the same phone number or email address:

Open the bunq app 🌈
Tap on Already a member? Login!
Enter the phone number or email address  linked to your bunq account.
Enter your Security code.
Open the temporary magic link we send to your phone number or email address from your new phone.
Confirm access to your bunq account.



If you need to reset your security code, you can check this page.



Got invited by a friend, or signed up via desktop? 💌

Awesome! We’ve already created an account for you. So all that you need to do is to install the bunq app on your phone and tap on “Already a member? Login!"" and follow the steps below:
Enter the phone number or email address  linked to your bunq account.
Enter your Security code.
Open the temporary magic link we send to your phone number or email address from your new phone.
Confirm access to your bunq account.





Login changes to the bunq app

To make sure you have a 100% carefree experience with your money, we always aim to stay ahead of global developments. With worldwide reports of fraud (most notably phishing) increasing rapidly since the onset of COVID-19, we implemented a few innovative safety features to your bunq app, to help keep you and your money safe.



New safety features 🤓

Temporary access link: if you log in to your bunq account on a new device, we’ll automatically send you an access link to your phone. This is a unique “magic” link that will give you access to the app and can’t easily be shared with others.
When your bunq account is accessed on a new device, we will also apply a 24h cooldown period. You can find more information about it here.

Because these new features are both safer and easier to use than using a Hand scan or a passphrase to authenticate your account, these two will be discontinued. This way you're guaranteed your account is getting the best possible protection! Easier and safer than ever! ✨

The new security features are added to the current lineup of safety measures in the bunq app: Fingerprint/face recognition, your 6-digit security code (previously “Login Code”), video verification, and top-up from a different bank account under your name.



Want to learn more?
Explore more bunq knowledge here. 🌈
",NA,new bunq security features are added to the current lineup of safety measures in the bunq app .
